stop_id,stop_name,stop_lat,stop_lon,original_stop_ids
cluster_76,"Broad-Allegheny / Germantown Av & Allegheny Av / Germantown Av & Rising Sun Av (23, B1) (4 stations)",40.002062,-75.15083175000001,"1178,16087,142,32151"
cluster_77,10th St & Cumberland St / Germantown Av & Lehigh Av (23) (2 stations),39.99165,-75.14818700000001,"1179,16102"
cluster_78,"12th St & Girard Av / 12th St & Master St / Broad-Girard / Girard Av & 11th St / Girard Av & 12th St / Girard Av & Broad St (23, B1, B2, B3, G1) (10 stations)",39.971472399999996,-75.15683349999999,"1180,16116,343,352,20966,21001,21002,21086,21087,32147"
cluster_79,"12th St & Federal St / 12th St & Washington Av / Ellsworth-Federal (45, B1) (4 stations)",39.93626075,-75.16524325,"1181,16509,1284,32138"
cluster_80,Germantown Av & Gorgas Ln / Germantown Av & Westview St - FS (23) (2 stations),40.054058,-75.186476,"1190,17228"
cluster_81,"19th St & Girard Av / Girard Av & 17th St / Girard Av & 19th St / Girard Av & 20th St / Girard Av & Corinthian Av / Girard Av & Ridge Av (33, G1) (11 stations)",39.97248781818182,-75.16748190909091,"1206,21006,21008,21009,21010,21078,21079,21080,21081,21082,30290"
cluster_82,Bustleton Av & Cottman Av / Bustleton Av & Saint Vincent St (58) (2 stations),40.04666,-75.06030899999999,"1488,23286"
cluster_83,19th St & Brown St (33),39.968975,-75.168285,2742
cluster_84,"19th St & Callowhill St / 20th St & Ben Franklin Pkwy / 21st St & Ben Franklin Pkwy (32, 33, 48, 49, 7) (3 stations)",39.96001066666667,-75.17191066666668,"2743,2799,16569"
cluster_85,19th St & Green St (33),39.964871,-75.169162,2754
cluster_86,22nd St & York St (33),39.991154,-75.168618,2852
cluster_87,"29th St & Montgomery Av / 29th St & Oxford St (48, 49, 7) (2 stations)",39.981727,-75.181833,"2896,2900"
cluster_88,"21st St & Arch St (48, 49, 7)",39.955931,-75.174675,3092
cluster_89,22nd St & Berks St / 22nd St & Cecil B Moore Av (33) (2 stations),39.981952,-75.17066550000001,"3108,3112"
cluster_90,22nd St & Diamond St (33),39.986479,-75.169686,3121
cluster_91,"Allegheny Av & 32nd St (1, 60, 82)",40.005335,-75.181566,4345
cluster_92,"35th St & Allegheny Av Loop / Allegheny Av & 35th St (1, 60, 82) (2 stations)",40.006009500000005,-75.186545,"4350,30112"
cluster_93,Champlost Av & 16th St / Champlost Av & Broad St (6) (2 stations),40.044587,-75.145277,"5746,5751"
cluster_94,"City Av & Berwick Rd - FS (63, 65)",39.993001,-75.243889,6248
cluster_95,"Erie Av & 20th St / Erie Av & 22nd St / Hunting Park Av & 22nd St (2, 33, 445, 447, 56, 71, 81, 82) (4 stations)",40.0106915,-75.1624955,"8712,18162,18215,18217"
cluster_96,Ogontz Av & 74th Av / Ogontz Av & 76h Av (6) (2 stations),40.0685325,-75.156803,"11111,11112"
cluster_97,"Nedro Av & 19th St / Ogontz Av & Roselyn St (51, 6) (2 stations)",40.044716,-75.1511295,"11135,15496"
cluster_98,"Oregon Av & 4th St - FS / Oregon Av & 6th St (47, 47M, 57, 63, 7) (3 stations)",39.91496766666666,-75.15709233333332,"11468,16497,18578"
cluster_99,"Ridge Av & Jefferson St (33, 61)",39.977367,-75.169566,12293
cluster_100,"Nedro Av & 21st St / Olney Av & Penn Blvd - FS / Wister St & Sprague St (18, 26, 51) (3 stations)",40.044038666666665,-75.15758633333333,"15501,15508,15918"
cluster_101,Stenton Av & Walnut Ln / Wister St & Stenton Av (51) (2 stations),40.0557965,-75.15904549999999,"15546,15554"
cluster_102,Stenton Av & Upsal St (51),40.062586,-75.170652,15581
cluster_103,Stenton Av & Sedgwick St / Stenton Av & Vernon Rd (51) (2 stations),40.0659765,-75.176536,"15589,15592"
cluster_104,Stenton Av & Roumfort Rd (51),40.071623,-75.186387,15608
cluster_105,Stenton Av & Mermaid Ln (51),40.074157,-75.190637,15616
cluster_106,Stenton Av & Cresheim Valley Rd / Stenton Av & Willow Grove Av (51) (2 stations),40.0772555,-75.1961215,"15617,15619"
cluster_107,Evergreen Av & Prospect Av / Stenton Av & Gravers Ln (51) (2 stations),40.0799305,-75.20181450000001,"15620,15621"
cluster_108,"Germantown Av & Harvey St / Germantown Av & High St / Germantown Av & Tulpehocken St (23, 438, 439, 65) (3 stations)",40.04018833333333,-75.17838,"15651,17197,17202"
cluster_109,"Chelten Av & Wayne Av / Chelten Avenue (26, 41, 438, 439, 65, CHW) (2 stations)",40.030950000000004,-75.17984115,"15661,90808"
cluster_110,"Chelten Av & Magnolia St (26, K)",40.041581,-75.168753,15669
cluster_111,"Olney / Olney Av & B St / Olney Av & Front St (18, 26, 57, FOX) (5 stations)",40.03469946,-75.12016056,"15697,15698,15898,16739,90811"
cluster_112,Germantown Av & Ashmead St / Germantown Av & Seymour St (23) (2 stations),40.0300915,-75.165231,"15704,17048"
cluster_113,"Courtland St & 17th St / Courtland St & 18th St / Courtland St & 19th St / Courtland St & Windrum Av / Germantown Av & Dennie St / Germantown Av & Windrim Av / Roberts Av & Green St / Wayne Av & Roberts Av / Wayne Junction / Windrim Av & Germantown Av / Windrim Av & Wayne Av / Windrum Av & 20th St - MBNS / Windrum Av & Germantown Av / Wingohocking St & 17th St / Wingohocking St & 18th St / Wingohocking St & 19th St / Wingohocking St & Uber St (2, 23, 75, AIR, CHE, FOX, LAN, MED, WAR) (17 stations)",40.02257983529412,-75.1572795882353,"15711,15713,22050,22056,22057,22058,22059,22198,22199,22201,22202,22203,25815,27816,27818,30295,90009"
cluster_114,"Germantown Av & Hunting Park Av / Germantown Av & Juniata St / Hunting Park Av & Germantown Av (1, 23, 445, 82) (3 stations)",40.01664333333333,-75.15440833333334,"15716,15718,22404"
cluster_115,"Chew Av & Penn Blvd / Olney Av & 20st St - MBFS / Olney Av & 20th St - MBNS (18, 26) (3 stations)",40.04080366666667,-75.15702700000001,"15779,15786,15916"
cluster_116,"Olney Av & 18th St - FS / Olney Av & 18th St - MBNS (18, 26) (2 stations)",40.0392345,-75.1523215,"15791,15914"
cluster_117,"Olney Av & 11th St / Olney Av & Wagner Av (18, 26) (3 stations)",40.03765933333333,-75.13852033333333,"15798,15800,15907"
cluster_118,"Olney Av & 6th St (18, 26) (2 stations)",40.036694,-75.1324805,"15815,16963"
cluster_119,"Olney Av & 3rd St (18, 26)",40.036027,-75.127748,15819
cluster_120,"Bustleton Av & Unruh Av / Roosevelt Blvd & Hellerman St (1, 14, 20, 26, 433, 58) (2 stations)",40.037688,-75.0672835,"15856,22921"
cluster_121,Germantown Av & Indiana Av (23),39.997774,-75.146899,16098
cluster_122,"12th St & Montgomery Av / 12th St & Norris St / Temple University (23, AIR, CHE, CHW, FOX, LAN, MED, NOR, PAO, TRE, WAR, WIL, WTR) (3 stations)",39.98136496666667,-75.15217313333333,"16110,16112,90007"
cluster_123,"12th St & Oxford St / Cecil B. Moore (23, B1) (3 stations)",39.97808033333333,-75.15676533333334,"16114,1277,32148"
cluster_124,"12th St & Parrish St / 12th St & Wallace St / Fairmount (23, B1, B3) (4 stations)",39.96673625,-75.15861100000001,"16119,16122,1278,32146"
cluster_125,"12th St & Noble St / 12th St & Ridge Av / Broad-Spring Garden (23, B1, B2) (4 stations)",39.9617675,-75.159687,"16124,16126,1279,32143"
cluster_126,"12th St & Race St / Race-Vine (23, 45, B1, B2) (3 stations)",39.956646666666664,-75.16143333333333,"16129,1280,32142"
cluster_127,"5th St & Cumberland St / 6th St & Dauphin St / Dauphin St & 6th St (39, 47) (3 stations)",39.987158,-75.142675,"16231,16234,16269"
cluster_128,6th St & Cambria St / 6th St & Lehigh Av (47) (2 stations),39.993992,-75.141915,"16265,16266"
cluster_129,"8th St & Montgomery Av / 8th St & Norris St / Berks St & Germantown Av (3, 47) (3 stations)",39.98035133333334,-75.14639233333334,"16273,16275,25394"
cluster_130,8th St & Oxford St (47),39.976171,-75.148779,16277
cluster_131,8th St & Brown St / 8th St & Poplar St (47) (2 stations),39.966822,-75.1508655,"16282,16283"
cluster_132,"8th St & Cherry St / Chinatown / Franklin Square (47, 47M, 61, B3, PATCO) (4 stations)",39.95489129698931,-75.15238819939236,"16288,2440,32145,14"
cluster_133,"8th St & Lombard St / 8th St & Spruce St (12, 47, 47M) (2 stations)",39.944671,-75.1550785,"16293,16295"
cluster_134,"8th St & Fitzwater St (47, 47M)",39.940657,-75.155955,16297
cluster_135,"8th St & Dickinson St / 8th St & Morris St (47, 47M) (2 stations)",39.929283,-75.158466,"16304,16306"
cluster_136,"8th St & Porter St (47, 47M)",39.91823,-75.160869,16313
cluster_137,"12-13th and Locust / 12th St & Lombard St / 12th St & Spruce St / Lombard-South (45, B1, PATCO) (5 stations)",39.9453984,-75.163185,"16498,16500,1283,32139,12"
cluster_138,12th St & Fitzwater St (45),39.941447,-75.162258,16503
cluster_139,"12th St & Reed St / 12th St & Tasker St / Tasker-Morris (45, B1) (4 stations)",39.93056525,-75.166492,"16514,16518,1285,32137"
cluster_140,12th St & McKean St / 12th St & Moore St (45) (2 stations),39.926460000000006,-75.1655655,"16524,16576"
cluster_141,12th St & Jackson St / 12th St & Ritner St (45) (2 stations),39.921536,-75.166634,"16585,16587"
cluster_142,"Old York Rd & 65th Av (22, 55, K)",40.052279,-75.142663,16923
cluster_143,Germantown Av & Abbottsford Av (23),40.026641,-75.160415,17044
cluster_144,Germantown Av & Coulter St (23),40.033141,-75.170451,17053
cluster_145,Germantown Av & Cliveden St / Germantown Av & Duval St (23) (2 stations),40.045847,-75.182117,"17207,17210"
cluster_146,Germantown Av & Sharpnack St (23),40.049252,-75.183826,17212
cluster_147,"Snyder Av & 3rd St (57, 79)",39.922028,-75.150963,17385
cluster_148,Germantown Av & Allens Ln / Germantown Av & Mt Pleasant Av (23) (2 stations),40.059774000000004,-75.1904955,"17403,17405"
cluster_149,"Germantown Av & McPherson St / Mount Airy (23, CHE) (2 stations)",40.064811899999995,-75.19244265,"17407,90717"
cluster_150,Germantown Av & Moreland Av / Germantown Av & Willow Grove Av (23) (2 stations),40.069666999999995,-75.199641,"17410,17412"
cluster_151,Torresdale Av & Adams Av - FS (56),40.006651,-75.087974,17612
cluster_152,"American St & Dauphin St (57, 89)",39.985391,-75.137389,17630
cluster_153,"Lehigh Av & 2nd St (54, 57)",39.991374,-75.135144,17647
cluster_154,"Cottman Av & Algon St (18, 70, 77)",40.055341,-75.073137,17690
cluster_155,"Cottman Av & Ryers Av (24, 70, 77) (2 stations)",40.06483,-75.0895715,"17700,20620"
cluster_156,"Godfrey Av & 10th St (57, 70)",40.046265,-75.135675,17711
cluster_157,Torresdale Av & Comly St (56),40.01753,-75.059342,17914
cluster_158,Torresdale Av & Hellerman St / Torresdale Av & Robbins Av (56) (2 stations),40.021367999999995,-75.051917,"17917,17919"
cluster_159,Torresdale Av & Longshore Av / Torresdale Av & Unruh Av (56) (2 stations),40.024979,-75.04494700000001,"17922,17927"
cluster_160,"Bridesburg / Torresdale Av & Pratt St (25, 56, TRE) (2 stations)",40.0117448,-75.0707666,"17982,90710"
